,merchant,edit,"2015-01-06 12:10:02","{""response"":true,""info"":{""message"":""Updated Successfully""}}"
,merchant,edit,"2015-01-06 12:11:52","{""response"":false,""error"":{""business_name"":""business_name should not be empty"",""display_name"":""display_name should not be empty"",""location"":""location should not be empty"",""mobile"":""mobile should not be empty""},""message"":""In suffecient data""}"
,merchant,edit,"2015-01-06 12:12:23","{""response"":true,""info"":{""message"":""Updated Successfully""}}"
,merchant,edit,"2015-01-06 12:13:28","{""response"":true,""info"":{""message"":""Updated Successfully""}}"
,merchant,edit,"2015-01-06 12:13:50","{""response"":false,""error"":{""mobile"":""mobile should not be empty""},""message"":""In suffecient data""}"
,merchant,edit,"2015-01-06 04:16:11","{""response"":false,""error"":{""mobile"":""mobile should not be empty""},""message"":""In suffecient data""}"
,merchant,update_offer,"2015-01-09 23:13:48","{""error"":{""cashback"":""Please enter numbers only""}}"
,merchant,update_offer,"2015-01-09 23:14:26","{""error"":{""cashback"":""Please enter numbers only""}}"
,merchant,update_offer,"2015-01-09 23:15:49","{""info"":{""response"":true,""message"":""Offer updated successfully""}}"
,merchant,update_offer,"2015-01-09 23:59:44","{""info"":{""response"":true,""message"":""Offer updated successfully""}}"
